split,level_1,u1,u2,z,n_x,n_t,n_y,x,t,y,y0,y1,name,diff_z,z_actual,diff_x,x_actual
train,471,0.27018136,-0.06972776,-1.3909502,0.010611356,-0.07229,0.062322594,0.3505205,1.0,1.4129101,0.4129101,1.4129101,train/0334n07a4s086.png,0.105000824,-1.2859493,-0.18403529,0.1664852
train,472,-0.4727017,0.32381722,-0.3302375,-0.04386438,-0.04619741,0.019882146,-0.8403833,1.0,1.7955232,0.79552305,1.7955232,train/0257n01a2s071.png,-0.028516773,-0.35875428,-0.024276815,-0.8646601
train,473,0.2750369,0.08332929,0.2594739,0.018309385,-0.049149945,-0.023574581,0.210017,0.0,-1.3331223,-1.3331223,-0.33312228,train/0276n01a3s054.png,0.035790313,0.2952642,0.008823852,0.21884085
train,474,1.0044979,-0.66732424,-1.722763,-0.06199823,0.045568254,0.054519024,1.6098238,1.0,0.26828623,-0.7317138,0.26828623,train/0166n01a1s060.png,0.13383299,-1.5889299,0.2098005,1.8196243
train,475,-0.6685512,0.98092717,-0.55991423,-0.06205476,-0.06275182,-0.005691648,-1.7115332,1.0,2.391325,1.391325,2.391325,train/0243n02a1s070.png,-0.08931157,-0.64922583,-0.031342734,-1.7428759
train,476,-0.16206038,-1.4991016,-0.6914343,-0.053245086,-0.010846684,-0.033549313,1.2837962,0.0,0.48200577,0.48200577,1.4820058,train/0819n03a3s313.png,-0.026343215,-0.71777755,0.03254045,1.3163366
train,477,-0.04277106,-0.57152575,2.3278441,0.016193805,-0.0334806,0.0007228766,0.5449485,1.0,-1.7415792,-2.741579,-1.7415792,train/0648n03a4s500.png,-0.105449975,2.2223942,-0.118288,0.4266605
train,478,0.2557327,0.00516089,-1.0925272,-0.06074391,0.015732704,-0.0776685,0.18982787,0.0,0.0033932924,0.0033932924,1.0033933,train/0404n05a3s138.png,0.060751136,-1.0317761,-0.06740247,0.12242541
train,479,0.09263979,0.820187,0.49528727,-0.00026406246,-0.069404855,-0.07114636,-0.7278112,1.0,-0.25171325,-1.2517133,-0.25171325,train/0213n01a1s093.png,-0.05064803,0.44463924,0.017825548,-0.7099857
train,480,1.3138875,-0.3268644,0.019116947,0.026077924,0.061453152,-0.08294477,1.6668297,0.0,-3.2298367,-3.2298367,-2.229837,train/0080n02a2s102.png,0.0050549,0.024171848,-0.011627247,1.6552025
train,481,-0.744349,0.9293756,0.6616809,0.024681998,0.041199993,-0.022462709,-1.6490426,0.0,0.3045544,0.3045544,1.3045542,train/0386n04a3s309.png,0.11898253,0.78066343,-0.061893046,-1.7109356
train,482,1.0272743,0.0005087998,-0.43400028,0.05889262,0.08794209,0.025879377,1.0856581,0.0,-2.0946689,-2.0946689,-1.0946689,train/0015n01a3s185.png,0.01357079,-0.4204295,0.016116926,1.101775
train,483,-0.093331836,1.5835172,-1.1232629,0.0007433965,-0.07163013,0.0153030325,-1.6761056,1.0,1.8252296,0.82522964,1.8252296,train/0126n02a1s098.png,-0.0022824048,-1.1255453,0.0014339061,-1.6746718
train,484,-0.49958956,-0.004077001,0.9048471,-0.023165606,0.0784032,-0.065740384,-0.5186782,1.0,0.52859163,-0.47140837,0.52859163,train/0346n01a4s042.png,0.051853463,0.95670056,0.030410483,-0.48826772
train,485,-0.48751268,-0.22636043,0.12985449,0.0949273,0.016673846,-0.048368458,-0.16622496,1.0,1.2968025,0.2968024,1.2968025,train/0164n09a4s170.png,0.012829516,0.142684,-0.007706307,-0.17393127
train,486,-0.64017665,-0.44167358,-0.39420393,-0.042214543,-0.006903801,0.00059094315,-0.24071762,1.0,2.1751482,1.1751481,2.1751482,train/0093n02a3s055.png,-0.004082408,-0.39828634,-0.00024275506,-0.24096037
train,487,1.3730582,1.0062287,0.17176142,0.12894931,0.0013942436,0.013521032,0.49577883,1.0,-2.404357,-3.404357,-2.404357,train/0044n04a3s073.png,0.015320084,0.1870815,0.050794397,0.5465732
train,488,0.089866415,-0.36211663,1.8040594,-0.041250072,-0.018025605,0.018435692,0.41073295,0.0,-2.4653566,-2.4653566,-1.4653566,train/0440n02a1s345.png,-0.0071682096,1.7968912,0.23334818,0.6440811
train,489,-0.10579002,0.45848104,-0.037779808,-0.03724866,0.09180743,0.030783132,-0.60151976,0.0,-0.21985704,-0.21985704,0.780143,train/0091n03a4s100.png,-0.020850955,-0.058630764,-0.021434223,-0.622954
train,490,-1.6404549,0.21977216,0.39427212,0.05425623,-0.015671724,0.06971026,-1.8059709,0.0,2.456348,2.456348,3.4563482,train/0933n05a3s096.png,-0.11155973,0.2827124,-0.029954962,-1.8359258
train,491,0.051930472,0.6032392,0.004562818,0.04652457,0.014412164,0.06912226,-0.5047841,1.0,0.46069854,-0.5393015,0.46069854,train/0827n04a1s386.png,0.038691156,0.043253973,-0.007448601,-0.5122327
train,492,-0.8931955,-0.15481515,-0.35251307,-0.038296316,-0.032493405,0.012773074,-0.7766767,0.0,1.6516771,1.6516771,2.6516771,train/0832n02a2s060.png,-0.005785913,-0.358299,0.003796744,-0.77287996
train,493,-0.80670995,0.0056571676,1.6626401,0.024224637,-0.03353195,0.038570877,-0.7881425,0.0,-0.5106493,-0.5106493,0.4893508,train/0375n01a4s166.png,-0.056890827,1.6057492,0.07193331,-0.7162092
train,494,0.7445662,-0.70409155,-1.7931192,-0.04843759,-0.015348136,0.014301525,1.4002202,0.0,-0.18171167,-0.18171167,0.8182883,train/2355n02a2s058.png,0.27194616,-1.521173,-0.009357616,1.3908626
train,495,-0.17405544,0.5873617,-0.6682902,-0.0045969705,0.05486628,0.045843504,-0.7660141,0.0,0.56224465,0.56224465,1.5622447,train/0730n01a4s178.png,0.043766234,-0.62452394,-0.058119297,-0.8241334
train,496,-1.0958588,0.6858612,-0.033699613,-0.054559268,-0.019483846,-0.016968315,-1.8362792,0.0,1.7084489,1.7084489,2.708449,train/0835n01a3s109.png,0.018552637,-0.015146976,-0.0017734517,-1.8380526
train,497,0.23162428,0.28512332,0.6711769,0.042233046,-0.06708496,0.034844477,-0.011265997,1.0,-0.599581,-1.599581,-0.599581,train/0968n02a1s208.png,-0.030877938,0.64029896,0.054095976,0.04282998
train,498,0.050168756,-0.14375012,0.00091939117,-0.008685741,0.002173676,-0.008580062,0.18523313,0.0,-0.60983694,-0.60983694,0.390163,train/0614n03a2s414.png,-0.0010388701,-0.00011947891,-0.017590424,0.16764271
train,499,0.3518879,-0.25852215,-0.46745285,0.023372032,0.09978607,0.040303838,0.63378215,0.0,-0.6960192,-0.6960192,0.30398083,train/0398n11a3s182.png,0.01756888,-0.44988397,0.009853612,0.64363575
train,500,-0.34382376,0.032359466,1.1603793,-0.052187633,-0.1005849,0.0021079362,-0.42837083,1.0,0.02937615,-0.97062385,0.02937615,train/0843n04a1s220.png,-0.06755926,1.09282,0.030985879,-0.39738494
train,501,-2.0903676,0.7503887,-0.49629167,-0.113874234,-0.0063226833,0.020544738,-2.9546304,1.0,5.1975713,4.1975713,5.1975713,train/0459n05a1s190.png,-0.023509044,-0.5198007,0.83694524,-2.117685
train,502,-0.9073733,0.89914364,0.27005142,-0.035973195,0.023209203,-0.011412788,-1.8424901,1.0,2.0332823,1.0332825,2.0332823,train/0907n03a2s208.png,0.0070818164,0.27713323,0.10477966,-1.7377105
train,503,-0.7684185,-0.9965535,-0.13455321,-0.0835837,0.0005077697,-0.03248555,0.14455129,1.0,2.1389046,1.1389046,2.1389046,train/0420n01a1s083.png,0.048142504,-0.0864107,-0.0020572406,0.14249405
train,504,0.5198387,-0.19110398,-0.20357536,-0.023779577,-0.08769073,0.033104755,0.6871631,0.0,-1.3029972,-1.3029972,-0.30299723,train/0129n02a1s052.png,-0.010442326,-0.21401769,0.018142322,0.70530546
train,505,-0.22308296,-0.9007414,0.7003225,0.011550464,-0.1026596,0.016868021,0.6892089,1.0,0.2627114,-0.7372886,0.2627114,train/0913n03a2s323.png,0.03139545,0.73171794,-0.0018487549,0.68736017
train,506,-0.81943566,-0.808018,-1.8628561,-0.014220458,0.039227195,0.09208366,-0.025638085,0.0,3.093811,3.093811,4.093811,train/0429n02a2s331.png,0.029149402,-1.8337067,-0.16572222,-0.19136031
train,507,-1.1312299,1.0587908,0.17397948,-0.011651906,0.053363007,0.019763082,-2.2016726,1.0,2.6082432,1.6082432,2.6082432,train/0376n01a1s174.png,-0.031557612,0.14242187,0.22417757,-1.977495
train,508,-2.0902405,0.33770257,1.0730035,-0.015377789,-0.025781667,-0.05082808,-2.4433208,0.0,2.5566494,2.5566494,3.5566492,train/0649n01a4s066.png,-0.023850935,1.0491526,0.46205667,-1.9812641
train,509,0.1301092,0.038152296,0.39195728,0.041834768,0.08167867,0.0014547486,0.13379169,0.0,-1.150721,-1.150721,-0.15072095,train/0217n03a2s099.png,-0.037247278,0.35471,0.007712944,0.14150463
train,510,-0.0038476146,-0.70041734,0.8574444,0.027082426,0.024857007,0.048747305,0.7236522,0.0,-1.3010018,-1.3010018,-0.3010019,train/0003n04a2s085.png,-0.07803355,0.77941084,-0.02369847,0.69995373
train,511,-0.16623281,-0.45375028,-1.5064813,0.05818648,0.04467734,-0.03563827,0.34570396,0.0,1.3033086,1.3033086,2.3033085,train/0061n04a3s089.png,0.08588645,-1.4205948,-0.14717881,0.19852515
train,512,1.1329827,0.9740085,-2.1280508,0.043107696,-0.077363096,-0.031249318,0.20208192,0.0,-0.66916394,-0.66916394,0.33083606,train/0061n04a3s088.png,0.05948378,-2.068567,0.2909501,0.493032
train,513,0.5719645,0.85233057,0.42717355,-0.017991027,-0.09615528,-0.07203698,-0.2983571,0.0,-2.1431396,-2.1431396,-1.1431396,train/0744n01a2s301.png,-0.0058883624,0.42128518,-0.0001734149,-0.29853052
train,514,0.10307023,0.41738078,-0.19749565,0.047534946,0.03009793,-0.03389578,-0.2667756,1.0,0.4574594,-0.54254055,0.4574594,train/0274n01a3s083.png,0.024645701,-0.17284995,-0.018213706,-0.28498933
train,515,-1.7756888,0.38161346,-1.7401942,0.055913724,-0.08615059,-0.027980093,-2.1013885,1.0,5.763592,4.763592,5.763592,train/0329n03a1s079.png,-0.15633595,-1.8965302,0.07917501,-2.0222135
train,516,-0.41409102,0.20312129,0.32460716,-0.008681412,0.039222267,-0.020962711,-0.6258937,1.0,0.98261213,-0.017387837,0.98261213,train/0164n05a1s125.png,-0.0038777865,0.32072937,-0.04105701,-0.6669507
train,517,-1.3280354,-0.25378636,-2.0605218,0.027185977,0.05040431,-0.071526706,-1.0470631,0.0,4.145066,4.145066,5.145066,train/0352n02a1s214.png,-0.10903814,-2.16956,0.03973377,-1.0073293
train,518,1.2122521,0.65410995,2.882519,0.018882595,0.026415898,-0.05888505,0.57702476,0.0,-5.8659086,-5.8659086,-4.8659086,train/0648n03a3s503.png,-0.59337276,2.2891462,-0.122463115,0.45456165
train,519,0.4052603,-0.05449948,0.79015535,-0.015722753,0.022769567,0.029843077,0.44403702,0.0,-2.0708327,-2.0708327,-1.0708328,train/0066n02a3s576.png,-0.0046680695,0.7854873,-0.069411926,0.3746251
train,520,-0.70230895,-0.17330919,0.20321284,-0.006991169,0.033328455,-0.013915499,-0.5359909,0.0,0.6874895,0.6874895,1.6874895,train/0121n02a2s162.png,0.0010971326,0.20430997,0.008711878,-0.527279
train,521,-0.85305446,0.67673165,1.385926,-0.040911715,0.03770485,-0.029043362,-1.5706978,0.0,-0.2088604,-0.2088604,0.7911396,train/0567n02a2s181.png,0.07729828,1.4632243,0.07572873,-1.494969
train,522,0.7428398,-0.2800209,-0.34500736,-0.05820777,0.08592983,0.07514616,0.964653,0.0,-1.565526,-1.565526,-0.56552607,train/0112n01a2s033.png,0.022048596,-0.32295877,0.046585437,1.0112385
train,523,-0.49876875,-0.25645518,0.9372478,-0.050439637,-0.015465217,0.019678382,-0.2927532,0.0,-0.42003196,-0.42003196,0.579968,train/0785n07a3s156.png,-0.007788133,0.9294597,0.04540558,-0.24734761
train,524,0.69228476,0.73046434,0.24234016,0.043298606,-0.021009112,0.051464975,0.0051190294,0.0,-2.0754447,-2.0754447,-1.0754447,train/0770n05a4s197.png,-0.018182853,0.2241573,-0.02671717,-0.02159814
train,525,-0.5330426,-1.3414981,-1.097056,0.08211508,0.0035718014,0.058347054,0.8905706,1.0,2.7214885,1.7214885,2.7214885,train/0606n01a4s404.png,-0.106639676,-1.2036957,0.013489943,0.90406054
train,526,0.06195953,-0.7252222,1.0073982,0.040092517,0.021256668,0.013623691,0.8272742,0.0,-1.6176937,-1.6176937,-0.6176936,train/0277n01a3s093.png,-0.0873845,0.9200137,-0.058368266,0.76890594
train,527,0.31000024,0.45112443,0.2490397,-0.083890654,-0.024289109,-0.027331427,-0.22501484,1.0,-0.3963716,-1.3963716,-0.3963716,train/0420n02a3s096.png,-0.018006532,0.23103316,-0.03414975,-0.25916457
train,528,-0.3686337,0.65177566,-1.201146,-0.032995533,-0.008547942,-0.03413598,-1.0534049,1.0,2.4042773,1.4042773,2.4042773,train/0780n02a1s218.png,0.0103580495,-1.1907879,-0.0577332,-1.1111381
train,529,-0.36560974,0.2787014,-1.1803612,-0.0032518243,-0.04627582,-0.010571628,-0.647563,1.0,2.401009,1.4010091,2.401009,train/0590n01a2s260.png,-0.005088572,-1.1854497,-0.0155031625,-0.66306615
train,530,1.3510654,0.19196694,-0.9266632,-0.009749727,0.032626238,0.008055338,1.1493487,1.0,-1.2674122,-2.2674122,-1.2674122,train/0171n01a4s022.png,-0.017626898,-0.9442901,-0.067822225,1.0815265
train,531,-0.1537185,0.71049243,-0.11777595,-0.06128037,0.014856075,-0.0419924,-0.92549133,1.0,0.88322055,-0.11677945,0.88322055,train/1002n04a1s262.png,0.043859217,-0.07391673,0.014168719,-0.9113226
train,532,0.3846635,-0.37938628,-0.3278778,-0.029764269,-0.03289218,-0.014068276,0.7342855,0.0,-0.95551753,-0.95551753,0.04448247,train/0838n01a4s123.png,-0.0143437935,-0.3422216,0.025306266,0.75959176
train,533,0.4270744,-0.583129,-0.7333283,-0.046407666,0.0503046,-0.018644897,0.9637957,0.0,-0.6394654,-0.6394654,0.3605346,train/0893n02a4s103.png,-0.05188413,-0.7852124,0.03443797,0.9982337
train,534,-0.06886108,-0.4783631,-0.5976143,0.009726925,0.053527158,0.008071435,0.41922894,0.0,0.2434079,0.2434079,1.2434078,train/0719n01a4s065.png,-0.05797333,-0.6555876,-0.027284749,0.3919442
train,535,-0.35095656,-0.58693284,0.40377268,0.020850962,0.048923075,0.051418286,0.25682724,0.0,-0.15044126,-0.15044126,0.8495587,train/0913n03a3s325.png,-0.03289711,0.37087557,-0.009339337,0.2474879
train,536,0.5671856,0.21899466,0.19572511,-0.028710878,0.028032271,0.00392992,0.31948003,0.0,-1.8261663,-1.8261663,-0.8261663,train/0051n03a3s093.png,-0.012733804,0.18299131,0.040516138,0.35999617
train,537,-1.2083836,-0.22953631,-0.8234528,0.03810263,-0.029704183,0.035422567,-0.94074464,0.0,2.7756424,2.7756424,3.7756424,train/0475n01a1s024.png,0.0095083425,-0.8139444,0.027597046,-0.91314757
train,538,0.9525522,-1.1249692,-1.7671909,-0.06262255,-0.032112714,-0.03050358,2.0148988,0.0,-0.6684171,-0.6684171,0.3315829,train/0289n02a1s054.png,0.13876083,-1.6284301,0.0017335836,2.0166323
train,539,0.31393147,-0.13511407,-1.2211857,0.010751392,-0.027847081,-0.107143596,0.45979694,0.0,-0.013820827,-0.013820827,0.9861791,train/0636n05a2s273.png,0.02674433,-1.1944413,0.12823501,0.58803195
train,540,0.47959414,1.0276356,-1.593356,-0.055331737,0.028610263,-0.037011012,-0.60337317,1.0,1.0971568,0.0971567,1.0971568,train/0061n05a4s089.png,0.083937064,-1.509419,0.052148104,-0.55122507
train,541,0.7747722,0.3213341,-1.2899922,0.009305005,-0.038525276,0.090238094,0.46274313,1.0,0.33068585,-0.66931415,0.33068585,train/0680n01a1s068.png,0.021353064,-1.2686392,0.13743193,0.6001751
train,542,0.41383943,-0.3263419,-1.1657808,0.064453594,0.031171402,0.03931425,0.8046349,0.0,-0.12258381,-0.12258381,0.87741613,train/0606n01a4s402.png,-0.051628616,-1.2174094,0.05052084,0.85515577
train,543,-0.6214021,0.47563845,0.12470024,-0.024327438,0.010009911,0.018187784,-1.1213679,0.0,0.63629174,0.63629174,1.6362917,train/0039n02a1s124.png,0.0163239,0.14102414,-0.035466917,-1.1568348
train,544,0.41088647,0.016976994,0.18146151,-0.0049462975,-0.003494735,0.016971016,0.3889632,0.0,-1.4862635,-1.4862635,-0.48626345,train/0300n03a1s213.png,0.007261247,0.18872276,-0.027745135,0.36121807
train,545,-1.0408963,-0.19863094,0.54533345,-0.005876808,-0.069853514,0.087717585,-0.84814215,0.0,1.1241767,1.1241767,2.1241767,train/0444n01a2s173.png,-0.015638454,0.529695,-0.031639945,-0.8797821
train,546,0.826989,0.6389551,-0.7392222,-0.025919283,-0.06534361,-0.04853066,0.16211459,0.0,-1.4632864,-1.4632864,-0.46328646,train/0617n02a2s184.png,0.0064213695,-0.73280084,-0.016411416,0.14570317
train,547,-0.019546133,-0.6961988,0.28163886,0.049868073,0.09178563,-0.036839038,0.7265207,0.0,-0.7793856,-0.7793856,0.22061431,train/0790n02a1s150.png,-0.0015379365,0.2801009,-0.012431476,0.7140892
train,548,-1.6039387,-0.6367189,0.8143869,-0.03802047,0.057636596,-0.04928421,-1.0052402,1.0,2.8442063,1.8442063,2.8442063,train/0692n01a3s069.png,-0.016672006,0.7977149,0.039294124,-0.9659461
train,549,-0.13857193,-0.008741579,-1.7721505,0.052712966,0.07865053,-0.01630066,-0.0771174,0.0,1.5329938,1.5329938,2.5329938,train/0998n06a2s055.png,0.13686374,-1.6352868,-0.019602416,-0.09671982
train,550,0.8919471,-0.82788366,0.39917108,-0.05041967,0.010258753,-0.026906459,1.6694111,0.0,-2.7099717,-2.7099717,-1.7099718,train/0790n02a1s136.png,0.028375957,0.42754704,0.014180782,1.6835918
train,551,-0.495789,-0.33103752,-1.0737616,0.0060382667,0.07030435,-0.0078014755,-0.1587132,1.0,2.557538,1.557538,2.557538,train/0078n04a3s071.png,0.043806747,-1.0299548,0.048961025,-0.10975218
train,552,0.36708364,0.68767256,-0.92495555,0.027978176,0.02381726,-0.10101055,-0.29261073,0.0,-0.4102223,-0.4102223,0.5897777,train/0614n03a3s421.png,0.0247758,-0.90017974,-0.023521384,-0.31613213
train,553,0.112080835,-0.08445973,-3.4376662,0.002960898,-0.019056583,0.051253874,0.19950145,0.0,2.7647583,2.7647583,3.764758,train/0386n05a1s354.png,1.1558421,-2.281824,-0.96555376,-0.7660523
train,554,-0.59624225,-0.56288445,-0.64235884,0.011204461,-0.057478346,0.011374943,-0.022153338,0.0,1.3462183,1.3462183,2.346218,train/0164n04a4s121.png,0.009586914,-0.6327719,-0.006183353,-0.02833669
train,555,0.717508,-1.0314198,-0.2844997,-0.037967887,-0.031229386,0.0054026637,1.7109599,0.0,-1.6451137,-1.6451137,-0.64511365,train/0154n02a1s043.png,-0.042484503,-0.3269842,0.022580748,1.7335407
train,556,0.82030255,0.105108716,0.64100254,-0.018346325,0.022459138,0.021258404,0.6968475,0.0,-2.7603493,-2.7603493,-1.7603493,train/0109n01a2s113.png,-0.036211304,0.6047912,0.02409634,0.7209438
train,557,0.4069262,-0.16367313,-1.251114,0.032953788,-0.0073321606,0.037728548,0.6035531,0.0,-0.02500987,-0.02500987,0.9749901,train/0636n05a2s270.png,-0.07034973,-1.3214637,-0.1375691,0.46598402
train,558,0.7125407,-0.77357477,-0.8741839,0.10872924,-0.009406004,-0.11628907,1.5948447,0.0,-1.1671865,-1.1671865,-0.1671865,train/0153n02a2s083.png,0.08023758,-0.7939463,-0.014415617,1.5804291
train,559,0.19208199,0.74828917,1.0500721,0.04526555,0.0048844498,-0.05282514,-0.5109416,1.0,-0.9870612,-1.9870613,-0.9870612,train/0659n04a3s119.png,-0.040272765,1.0097994,0.022931851,-0.48800978
train,560,-0.9680613,0.53096545,-1.107049,-0.036837693,-0.07422872,0.024357356,-1.5358645,0.0,2.567529,2.567529,3.5675287,train/0729n01a2s179.png,0.072015196,-1.0350338,0.04159956,-1.494265
train,561,-0.5366709,-1.8543649,-0.55996525,0.07393831,-0.012228058,-0.022766067,1.3916323,0.0,1.110541,1.110541,2.1105409,train/0681n01a1s319.png,0.015091965,-0.5448733,-0.07806933,1.313563
train,562,-0.81837577,0.11502139,-0.7342343,-0.0670635,0.019089168,-0.03446461,-1.0004606,0.0,1.8365211,1.8365211,2.8365211,train/0844n03a1s346.png,0.040997297,-0.69323695,-0.008497808,-1.0089585
train,563,-0.5710412,1.1768988,-0.06761023,0.07686626,0.079697125,0.058108646,-1.6710738,1.0,1.7678013,0.7678014,1.7678013,train/0742n06a2s162.png,-0.06169508,-0.1293053,-0.022599317,-1.6936731
train,564,1.1704139,-0.64438426,-0.49172902,-0.11106533,-0.03976317,0.12638928,1.7037327,0.0,-2.2227094,-2.2227094,-1.2227094,train/0141n01a1s177.png,0.011411393,-0.48031762,0.02435111,1.7280838
train,565,-0.3645683,-1.279348,0.31642884,-0.05725742,-0.088939585,-0.05291443,0.8575223,1.0,0.8597932,-0.1402067,0.8597932,train/0015n01a3s174.png,-0.041363843,0.275065,0.0086286245,0.8661509
train,566,0.579215,-0.24387664,0.014617286,-0.073230855,0.12049337,0.018852098,0.74986076,0.0,-1.6541952,-1.6541952,-0.65419513,train/0395n01a2s037.png,0.07153589,0.08615318,-0.003408999,0.74645174
train,567,0.024881005,0.2901951,0.6989439,0.114288144,0.045094945,0.044687368,-0.15102595,0.0,-1.2040186,-1.2040186,-0.20401853,train/0119n01a1s159.png,-0.0056724465,0.69327146,0.033962894,-0.11706306
train,568,0.9716445,-0.46507904,1.0506746,-0.11548062,-0.040616646,0.016187916,1.3212429,0.0,-3.4777756,-3.4777756,-2.4777756,train/0163n01a1s044.png,0.01507985,1.0657544,-0.17168656,1.1495564
train,569,-0.43753347,1.0913329,1.1016504,-0.069557816,-0.013174693,0.01206369,-1.5984242,1.0,0.28548026,-0.71451974,0.28548026,train/0542n03a2s202.png,0.021472944,1.1231233,-0.08955519,-1.6879793
train,570,0.21423472,-1.5344473,-0.036532655,0.025161056,0.0076513677,-0.0044767954,1.773843,0.0,-0.89641356,-0.89641356,0.103586435,train/0080n02a2s095.png,-0.007255214,-0.04378787,0.0302752,1.8041183
train,571,-0.7227855,-0.28428495,1.261256,0.017786855,0.031537686,0.006555644,-0.42071366,0.0,-0.30912936,-0.30912936,0.6908705,train/0574n01a2s097.png,0.14788853,1.4091445,0.16116707,-0.25954658
train,572,0.5297259,-0.36694112,0.5407234,0.006743642,-0.04010924,-0.036597487,0.9034107,0.0,-2.1367726,-2.1367726,-1.1367726,train/0698n02a1s348.png,0.039852325,0.5805757,-0.03041184,0.87299883
train,573,0.029517706,-1.1974845,-0.9129348,0.041108828,0.034163896,-0.01679573,1.268111,0.0,0.3371036,0.3371036,1.3371036,train/0624n04a1s144.png,-0.012732418,-0.9256672,-0.05309664,1.2150143
train,574,-0.37237242,-0.58528507,0.58548725,-0.006080627,0.01414856,0.050609197,0.20683202,1.0,0.70986676,-0.29013324,0.70986676,train/0775n03a3s104.png,-0.04689289,0.53859437,-0.021184202,0.18564782
train,575,0.3822756,-0.44813588,0.4250095,-0.039243765,0.055865224,0.072210975,0.79116774,0.0,-1.6173497,-1.6173497,-0.61734974,train/0139n03a1s040.png,-0.0068482882,0.4181612,-0.01376236,0.7774054
train,576,-1.5362374,0.7108456,-0.6262796,-0.014006818,0.06266811,0.035712462,-2.2610898,1.0,4.2344666,3.2344668,4.2344666,train/0812n01a1s065.png,0.047329534,-0.57895005,0.2300201,-2.0310698
train,577,0.25545034,0.13795157,0.65270483,-0.0022219133,0.06301355,-0.013637793,0.11527686,0.0,-1.6772432,-1.6772432,-0.6772433,train/0476n05a2s133.png,-0.0026303919,0.6500744,-0.0012671505,0.11400971
train,578,0.05027664,0.44356447,-1.7971568,0.0036059697,0.04544219,0.07443155,-0.38968188,1.0,2.2710352,1.2710351,2.2710352,train/0429n02a4s328.png,0.11125653,-1.6859003,-0.015682539,-0.40536442
train,579,-0.33159164,0.46822068,-1.2521622,-0.0075793783,-0.0047771395,0.055414494,-0.8073917,0.0,1.47076,1.47076,2.4707599,train/0202n01a1s040.png,0.04619073,-1.2059715,-0.051078957,-0.8584707
train,580,0.11894075,-0.91841674,-1.4156883,0.033216678,0.07609562,0.01242582,1.0705742,0.0,0.69023263,0.69023263,1.6902328,train/0543n02a1s428.png,0.12820463,-1.2874837,-0.11864951,0.9519247
train,581,0.33877906,0.56743085,1.1134958,-0.042527985,-0.084749185,0.000934479,-0.27117977,0.0,-2.2901194,-2.2901194,-1.2901194,train/0523n02a1s055.png,-0.036937557,1.0765582,0.037022226,-0.23415753
train,582,-0.13885988,-0.50784194,-2.7704098,0.080363385,0.009144123,0.035906028,0.44934547,0.0,2.5840356,2.5840356,3.5840359,train/0429n02a4s330.png,0.90679896,-1.8636109,-0.26945627,0.1798892
train,583,0.43678576,0.35642058,0.028821899,-0.0024710149,-0.030843928,-0.016945718,0.077894166,1.0,-0.41933912,-1.4193392,-0.41933912,train/0223n03a1s200.png,-0.031846248,-0.003024349,0.005079177,0.082973346
train,584,-0.51939446,0.41478762,0.3894941,-0.023437945,0.07044856,0.0094519835,-0.95761997,0.0,0.15874684,0.15874684,1.1587468,train/0287n01a4s078.png,0.018409211,0.4079033,-0.02099146,-0.9786114
train,585,-0.044527963,0.37439844,0.36042324,0.08295874,-0.011845705,0.09317316,-0.33596766,0.0,-0.67819417,-0.67819417,0.32180583,train/0905n01a1s159.png,-0.026796507,0.33362672,0.011401473,-0.3245662
train,586,-0.3951103,0.59632295,0.32726678,-0.08375275,-0.05949219,-0.021091172,-1.075186,0.0,-0.058137327,-0.058137327,0.9418627,train/0932n01a2s177.png,-0.011333034,0.31593373,0.009765754,-1.0654203
train,587,-0.49803284,-1.391066,-0.4275379,0.017908039,-0.07185305,0.0072215884,0.9109412,0.0,0.93082523,0.93082523,1.9308252,train/0715n01a2s462.png,0.0029551496,-0.42458275,-0.0053618974,0.90557927
train,588,-0.40192673,-0.9112958,-1.106969,0.0020870292,-0.094439395,-0.06502318,0.5114561,0.0,1.3457992,1.3457992,2.3457994,train/0234n01a2s041.png,0.012889741,-1.0940793,-0.07472197,0.4367341
train,589,-0.22198841,0.05111994,-0.98432505,0.03546625,0.023965187,-0.049174547,-0.23764211,0.0,0.87912726,0.87912726,1.8791275,train/0129n11a1s118.png,0.012320119,-0.97200495,0.07305214,-0.16458997
train,590,-0.87939143,0.7506602,-0.017050387,0.021017278,-0.043459266,0.047760904,-1.6090343,1.0,2.3235943,1.3235942,2.3235943,train/0846n02a3s114.png,-0.002158388,-0.019208776,0.06272724,-1.5463071
train,591,-0.35538736,-0.27805564,-0.71508604,0.03409246,0.014513974,0.04427971,-0.043239262,0.0,0.97014046,0.97014046,1.9701405,train/0629n01a1s164.png,-0.044715807,-0.75980186,0.0025933417,-0.04064592
train,592,0.06555882,0.00045153603,0.96633136,0.03151553,-0.042337056,0.06914873,0.09662282,0.0,-1.5283003,-1.5283003,-0.5283003,train/0415n07a2s129.png,0.0351483,1.0014796,0.04572055,0.14234337
train,593,-0.078950636,-0.4294433,1.345563,-0.032601155,-0.025982365,-0.021179147,0.3178915,0.0,-1.708841,-1.708841,-0.70884097,train/0440n02a4s336.png,0.22342183,1.5689849,0.011228464,0.32911998
train,594,-0.4191161,-0.2454588,-0.8212407,0.07307824,-0.02799402,-0.02431351,-0.100579076,0.0,1.1351595,1.1351595,2.1351595,train/0124n06a4s070.png,-0.040081713,-0.86132246,0.039318528,-0.061260547
